,Hostname,IP-Adresse,Seriennr
10709,de-fid-fried-sh-36a,10.51.172.54,CN85FP7460
10710,de-fid-kissi-sh-05b,10.51.203.110,CN68FP62TV
10711,de-fid-merch-sh-03b,10.51.174.198,CN80FP73ZW
10717,de-fid-ober9-sh-01a,10.51.183.158,CN80FP72ZH
10719,de-fid-ried2-sh-01a,10.51.158.165,CN05FP75ZX
10720,de-fid-siele-sh-01a,10.51.179.30,CN88FPB177
10985,de-fid-lange-sh-27b,10.51.189.166,CN9AFP71TV
10986,de-fid-wilhe-sh-04d,10.51.145.22,CN90FP6278
10987,de-fid-wilhe-sh-04e,10.51.145.21,CN90FP6223
11007,de-fid-heilb-sh-03b,10.51.170.246,CN76FP626Y
11032,de-fid-borch-sh-01a,10.57.143.22,CN99FP70ZP
11033,de-fid-borch-sh-02a,10.57.143.38,CN99FP70G9
11034,de-fid-borch-sh-03a,10.57.143.30,CN99FP70Y6
11035,de-fid-borch-sh-04a,10.57.143.54,CN99FP70ZF
11041,de-fid-pader-sh-02a,10.57.143.46,CN99FP7034
11577,de-fid-asche-sh-20a,10.57.184.126,CN03FPB1Q1
11578,de-fid-asche-sh-20b,10.57.184.125,CN03FPB1QF
11579,de-fid-asche-sh-20c,10.57.184.124,CN03FPB1SJ
11580,de-fid-asche-sh-20d,10.57.184.123,CN03FPB1LV
11581,de-fid-asche-sh-20e,10.57.184.122,CN03FPB0VS
11582,de-fid-asche-sh-21a,10.57.211.86,CN01FPB014
11583,de-fid-asche-sh-22a,10.57.199.230,CN04FPB019
11584,de-fid-asche-sh-22b,10.57.199.229,CN03FPB0WG
12055,de-fid-badem-sh-10a,10.57.209.126,CN90FP722Z
12064,de-fid-bitbu-sh-02a,10.57.202.158,CN9AFP7268
12065,de-fid-bolle-sh-01a,10.57.233.94,CN90FP70W6
12066,de-fid-dockw-sh-01a,10.57.218.110,CN9BFP712T
12073,de-fid-gerol-sh-10a,10.57.241.110,CN9AFP71GB
12074,de-fid-hille-sh-01a,10.57.200.54,CN90FP61ZN
12075,de-fid-juenk-sh-01a,10.57.219.86,CN9AFP71LS
12076,de-fid-mette-sh-01a,10.57.206.30,CN9AFP71TP
12077,de-fid-neuer-sh-01a,10.57.194.126,CN90FP629Q
12078,de-fid-neuer-sh-02a,10.57.241.214,CN00FP71RQ
12079,de-fid-oberw-sh-01a,10.57.235.126,CN94FP71RK
12089,de-fid-speic-sh-01a,10.57.233.46,CN90FP70QL
12090,de-fid-speic-sh-01b,10.57.233.45,CN99FP71X7
12091,de-fid-stadt-sh-10a,10.57.239.166,CN90FP61VB
12092,de-fid-uexhe-sh-01a,10.57.217.77,CN90FP71H2
12093,de-fid-welsc-sh-01a,10.57.211.102,CN90FP71BQ
12096,FNH0010J,10.57.194.122,CN0AFP64C1
12338,de-fid-gebha-sh-02a,10.57.241.238,CN05FPB08Q
12714,de-fid-bleia-sh-01a,10.57.234.174,CN06FP613C
12834,de-fid-duess-sh-02a,10.178.150.110,CN65DRW0FQ
12835,de-fid-duess-sh-02b,10.178.150.109,CN65DRW07J
12836,de-fid-duess-sh-02c,10.178.150.108,CN68FPC005
12837,de-fid-duess-sh-02d,10.178.150.107,CN0BFP70Y1
12838,de-fid-frank-sh-11b,10.178.144.46,CN65DRW082
12839,de-fid-frank-sh-11d,10.178.144.44,CN85FP74D9
12840,de-fid-frank-sh-11e,10.178.144.43,CN80FP35B0
12841,de-fid-frank-sh-11f,10.178.144.42,CN80FP34KN
12842,de-fid-frank-sh-11g,10.178.144.41,CN9AFP3535
12843,de-fid-mainh-sh-01a,10.178.140.249,CN67DRW01Q
12844,de-fid-mainh-sh-01b,10.178.140.246,CN68FPC02V
12845,de-fid-mainh-sh-03a,10.178.140.254,CN65DRW012
12846,de-fid-mainh-sh-03b,10.178.140.253,CN65DRW0C2
12847,de-fid-mainh-sh-03c,10.178.140.252,CN65DRW0DS
12848,de-fid-mainh-sh-03d,10.178.140.251,CN65DRW0FG
12849,de-fid-mainh-sh-03e,10.178.140.250,CN60FP706R
12850,de-fid-mainh-sh-03f,10.178.140.247,CN8AFP304Z
12851,de-fid-mainh-sh-03g,10.178.140.245,CN68FP31PS
12852,de-fid-pforz-sh-01d,10.178.165.6,CN60DRW054
12853,de-fid-pforz-sh-01e,10.178.165.5,CN60DRW0CM
12854,FNH000YE,10.178.150.106,CN13FP313F
12913,de-fid-butja-sh-02a,10.59.203.102,CN90FP70QJ
12914,de-fid-norde-sh-10a,10.59.215.38,CN90FP70KC
13100,de-fid-ostrh-sh-02a,10.59.179.60,CN99FP30K8
13101,de-fid-ostrh-sh-02b,10.59.179.59,CN99FP30DK
13102,de-fid-ostrh-sh-02c,10.59.179.58,CN98FP60NH
13103,de-fid-sater-sh-02a,10.59.217.102,CN90FP70FY
13123,de-fid-barss-sh-01a,10.59.217.214,CN9AFP71SK
13125,de-fid-sater-sh-01a,10.59.196.134,CN90FP70CM
13462,de-fid-breme-sh-01a,10.178.174.166,CN7BFP3423
13463,de-fid-koeln-sh-08a,10.178.167.102,CN47DRW1LZ
13464,de-fid-koeln-sh-08b,10.178.167.101,CN57DRW0HC
13508,de-fid-hamdo-sh-01a,10.59.205.14,CN0BFPC0SS
13509,de-fid-jeven-sh-01a,10.59.188.213,CN0AFPC067
13516,de-fid-melsd-sh-01a,10.59.203.78,CN0AFPC0GB
13517,de-fid-neumu-sh-01a,10.59.210.54,CN0AFPC02J
13540,de-fid-weste-sh-01a,10.59.188.214,CN0AFPC0J3
13748,S7529M00800,10.116.120.4,CAT0834X22G
13750,S7529M01000,10.116.127.4,CAT0834Z1QK
13751,S7529M01100,10.116.121.4,CAT0834Z1RF
13761,S7529M08400,10.116.84.4,CAT0842N0UR
13763,S7529M10800,10.115.247.4,CAT0832N65T
13768,S7529M12100,10.115.233.4,CAT1031RHL4
13770,S7529M12500,10.115.237.4,CAT0832N643
